NO CLIENTE,FACTURA,NOMBRE DEL CLIENTE,DESTINO,PROGRAMACION,ESTATUS,FECHA DE ENVIO,SURTIDOR,CAJAS,PAQUETERIA,INCIDENCIA
C07253,238232,CITY EXPRESS ROSARITO (CEROS),"PLAYAS DE ROSARITO, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C03280,238233,REAL INN TIJUANA,"TIJUANA, BC",11/05/2026,ENVIADO,12/05/2026,FELIX,20,TRES GUERRAS,
C09412,238234,REAL INN CELAYA,"CELAYA, GTO",11/05/2026,ENVIADO,12/05/2026,FELIX,31,TRES GUERRAS,
C06384,238235,FAIRFIELD INN & SUITES AGUASCALIENTES,"AGUASCALIENTES, AGS",11/05/2026,ENVIADO,12/05/2026,FELIX,6,TRES GUERRAS,
C01133,238236,HOTEL MESON EJECUTIVO,"GUADALAJARA, JAL",11/05/2026,ENVIADO,13/05/2026,KEVIN,3,LOCAL,
C05301,238237,HOTEL DEL PORTAL,"PUEBLA, PUE",11/05/2026,ENVIADO,12/05/2026,FELIX,29,ONE,
C08120,238238,MOTEL LOMA LINDA,"SAN PEDRO TLAQUEPAQUE, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,15,LOCAL,
C00568,238239,HOTEL MALIBU,"ZAPOPAN, JAL",11/05/2026,ENVIADO,12/05/2026,FELIX,21,LOCAL,
C07247,238240,CITY EXPRESS PIEDRAS NEGRAS (CEPDS),"PIEDRAS NEGRAS, COA",11/05/2026,ENVIADO,12/05/2026,FELIX,12,TRES GUERRAS,
C08503,238241,DREAMS HUATULCO (DREHU)   A0099149,"HUATULCO, OAX",11/05/2026,ENVIADO,15/05/2026,FELIX,6,TRES GUERRAS,
C07739,238242,HOTEL RIAZOR,"CIUDAD DE MEXICO, CMX",11/05/2026,ENVIADO,12/05/2026,FELIX,31,ONE,
C06134,238243,BF IXTAPA,"ZIHUATANEJO DE AZUETA, GRO",11/05/2026,ENVIADO,12/05/2026,FELIX,27,LOCAL,
C09328,238244,COMSAN,"HERMOSILLO, SON",11/05/2026,ENVIADO,12/05/2026,FELIX,30,TINY,
C09328,238245,COMSAN,"MAZATLAN, SIN",11/05/2026,ENVIADO,12/05/2026,FELIX,30,TINY,
C01663,238246,ARRENDADORA GALA,"LAZARO CARDENAS, MCH",12/05/2026,ENVIADO,12/05/2026,YAZMIN,22,TRES GUERRAS,
C01005,238247,RAMADA PLAZA LEON,"LEON, GTO",12/05/2026,CANCELADO,12/05/2026,CANCELADO,4,CANCELADO,SE CANCELA POR CYNTHIA
C09329,238248,HOTEL HB XALAPA,"XALAPA, VER",12/05/2026,ENVIADO,12/05/2026,YAZMIN,9,TRES GUERRAS,
C09658,238249,CASA MACA,"PLAYA DEL CARMEN, QR",12/05/2026,CANCELADO,12/05/2026,CANCELADO,2,CANCELADO,FUERA DE  LISTADO CEDIS CANCUN
C08613,238250,YUCATAN COUNTRY CLUB,"MERIDA, YUC",12/05/2026,ENVIADO,12/05/2026,YAZMIN,6,TRES GUERRAS,
C09438,238251,SANTIAGO RIOS GARZA,"TULUM, QR",12/05/2026,CANCELADO,12/05/2026,CANCELADO,3,CANCELADO,FUERA DE LISTADO  CEDIS CANCUN
C08503,238252,DREAMS HUATULCO (DREHU)   A0099149,"HUATULCO, OAX",12/05/2026,ENVIADO,12/05/2026,FELIX,30,TRES GUERRAS,
CLIESP,238253,VENTAS DE MOSTRADOR,"GUADALAJARA, JAL",12/05/2026,ENVIADO,12/05/2026,YAZMIN,6,TRES GUERRAS,
C02150,238254,HOTEL ALAMEDA EXPRESS,"MATAMOROS, TAM",12/05/2026,ENVIADO,13/05/2026,KEVIN,80,PAQMEX,FUERA DE LISTADO
C09692,238255,UVI TECH,"LERMA, MEX",12/05/2026,CANCELADO,12/05/2026,CANCELADO,1,CANCELADO,FUERA DE LISTADO
C09592,238256,ESCENCIA HOTELERA,"MANZANILLO, COL",12/05/2026,CANCELADO,12/05/2026,CANCELADO,9,CANCELADO,FUERA DE LISTADO
C09592,238257,ESCENCIA HOTELERA,"MANZANILLO, COL",12/05/2026,CANCELADO,12/05/2026,CANCELADO,15,CANCELADO,FUERA DE LISTADO
C09592,238258,ESCENCIA HOTELERA,"MANZANILLO, COL",12/05/2026,CANCELADO,12/05/2026,CANCELADO,900,CANCELADO,FUERA DE LISTADO
C09592,238259,ESCENCIA HOTELERA,"MANZANILLO, COL",12/05/2026,CANCELADO,12/05/2026,CANCELADO,900,CANCELADO,FUERA DE LISTADO
C03135,238260,COURTYARD BY MARRIOTT LEON AT THE POLIFORUM  A0101010,"LEON, GTO",12/05/2026,CANCELADO,12/05/2026,CANCELADO,14,CANCELADO,FUERA DE LISTADO
C05438,238261,ECO HOTEL EJECUTIVO,"GUADALAJARA, JAL",12/05/2026,ENVIADO,12/05/2026,FELIX,6,LOCAL,
C08094,238262,ENTREVALLE HOTEL BOUTIQUE,"ENSENADA, BC",12/05/2026,ENVIADO,12/05/2026,FELIX,2,TRES GUERRAS,
C04057,238263,TERMAL COSALA,"JOCOTEPEC, JAL",12/05/2026,ENVIADO,12/05/2026,YAZMIN,6,TRES GUERRAS,
C01127,238264,HOTEL ABASTOS,"GUADALAJARA, JAL",12/05/2026,ENVIADO,13/05/2026,KEVIN,4,LOCAL,
C04922,238265,PRODUCTOS DE LIMPIEZA DEL VALLE,"OAXACA DE JUAREZ, OAX",12/05/2026,ENVIADO,12/05/2026,YAZMIN,7,TRES GUERRAS,
C07991,238266,COURTYARD MARRIOTT MERIDA A0165799,"MERIDA, YUC",12/05/2026,ENVIADO,12/05/2026,FELIX,10,TRES GUERRAS,
C09421,238267,GRUPO AGC,"GUADALAJARA, JAL",12/05/2026,ENVIADO,12/05/2026,YAZMIN,4200,LOCAL,AGC    LOCAL
C03485,238268,COURTYARD MARRIOTT SAN JERONIMO 9392Y (MSJ),"MONTERREY, NL",12/05/2026,ENVIADO,13/05/2026,FELIX,51,TRES GUERRAS,
C01135,238269,HOLIDAY INN MEXICO DALI AEROPUERTO A0207811 (MEXPD),"MEXICO, CMX",12/05/2026,ENVIADO,13/05/2026,FELIX,10,TRES GUERRAS,
C09544,238270,RED LOVE,"TIJUANA, BC",12/05/2026,ENVIADO,14/05/2026,KEVIN,26,TRES GUERRAS,
C01783,238271,MG COMERCIALIZADORA,"MAZATLAN, SIN",12/05/2026,PENDIENTE,,,104,,
C05901,238272,HOLIDAY INN EXPRESS SILAO (MILENIUM) (BJXAS),"SILAO, GTO",12/05/2026,ENVIADO,13/05/2026,FELIX,18,TRES GUERRAS,
C03079,238273,HOTEL EL PARAISO MINERAL DEL CHICO,"PACHUCA, HID",12/05/2026,DETENIDO,13/05/2026,,21,DETENIDA,
C09766,238274,VOCO HOTEL ARUBA,"ORANJESTAD, ORJ",12/05/2026,ENVIADO,13/05/2026,,79,EXPORTACION,
C09766,238275,VOCO HOTEL ARUBA,"ORANJESTAD, ORJ",12/05/2026,ENVIADO,13/05/2026,,1,EXPORTACION,
C03909,238276,LOBBYSUR S P A,"PROVIDENCIA SANTIAGO CHILE RUT 76.244.951-K, SCH",12/05/2026,ENVIADO,13/05/2026,,1,EXPORTACION,
C03909,238277,LOBBYSUR S P A,"PROVIDENCIA SANTIAGO CHILE RUT 76.244.951-K, SCH",12/05/2026,ENVIADO,13/05/2026,,218,EXPORTACION,
C06122,238278,SLEEP INN LEON ANTARES (143228),"LEON, GTO",12/05/2026,ENVIADO,13/05/2026,FELIX,5,TRES GUERRAS,
C02297,238279,CITY EXPRESS MERIDA (CEMID),"MERIDA, YUC",12/05/2026,ENVIADO,13/05/2026,FELIX,2,TRES GUERRAS,
C07181,238280,CITY EXPRESS PLUS MONTERREY GALERIAS  (CPMSJ),"MONTERREY, NL",12/05/2026,ENVIADO,13/05/2026,FELIX,18,TRES GUERRAS,
C07240,238281,CITY EXPRESS PLUS MONTERREY SUR (CEMTR),"MONTERREY, NL",12/05/2026,ENVIADO,13/05/2026,FELIX,25,TRES GUERRAS,
C01613,238282,ONE MONTERREY (1MTAP),"APODACA, NL",12/05/2026,ENVIADO,13/05/2026,FELIX,2,TRES GUERRAS,
C08502,238283,SECRETS HUATULCO (SECHU)   A0099129,"HUATULCO, OAX",12/05/2026,ENVIADO,13/05/2026,FELIX,10,TRES GUERRAS,
C01694,238284,FIESTA INN DURANGO (FIDUR),"DURANGO, DUR",12/05/2026,ENVIADO,14/05/2026,FELIX,2,TRES GUERRAS,
